,dataset,ARI,NMI,NCA,Silhouette,Calinski-Harabasz,Generalised Dunn
0,"('sipu', 'a1')",0.8988358642156503,0.95220044398385,0.911578947368421,0.5637892136259978,11325.879822389119,-0.575522501852092
1,"('sipu', 'a2')",0.9224269939499103,0.9644037970744395,0.9400000000000001,0.576971200358154,16067.670937433753,-0.5536852331163016
2,"('sipu', 'a3')",0.9386545158221451,0.9723068681208642,0.9546938775510201,0.585877886512567,22439.486614680725,-0.5397789536118938
3,"('sipu', 'aggregation')",0.48375180329550055,0.7101442044829149,0.5773073331896862,0.19111164780715556,554.9534939539589,-1.2240134143309545
4,"('sipu', 'compound')",0.5412571736638715,0.7687617092619341,0.6985343104596936,0.4299514778501297,611.7196794567068,-0.8712106976043218
5,"('sipu', 'd31')",0.8995701810459572,0.9487162559295044,0.9266666666666663,0.5454501966578664,7859.398727820292,-0.5841831305162232
6,"('sipu', 'flame')",1.0,1.0,1.0,0.32845555521238196,110.39056027286769,-1.1605358933237073
7,"('sipu', 'jain')",1.0,1.0,1.0,0.4024600309076855,279.4831178803378,-0.8996694946275895
8,"('sipu', 'pathbased')",0.6132723080508014,0.7307403480061668,0.759090909090909,0.4048735727597385,206.3931524436223,-1.889739029700004
9,"('sipu', 'r15')",0.9856500959859545,0.9893102774973555,0.9928571428571429,0.750624512155103,4812.218689860999,-0.3195132993305488
10,"('sipu', 's1')",0.9879934658742926,0.9880079955432535,0.9940582290638863,0.7097125003394303,22435.4932820369,-0.3675949888731711
11,"('sipu', 's2')",0.915229034538748,0.934071990970944,0.9547123726638409,0.6142536796957463,12737.31705956332,-0.4776768480423829
12,"('sipu', 's3')",0.6651041982676151,0.7754880343263237,0.7635488060599792,0.435111630429227,6244.04282529528,-0.7177846495403394
13,"('sipu', 's4')",0.5909110697404406,0.7071382777768983,0.7322614659688451,0.37252043841609167,4190.572062717592,-0.8150258217255594
14,"('sipu', 'spiral')",1.0,1.0,1.0,0.0013443036684934106,5.797845205564439,-5.8820264163333364
15,"('sipu', 'unbalance')",0.6237507375299216,0.767465981237289,0.29071428571428576,0.2964152769884581,20912.64123756957,-1.0677388447779963
16,"('uci', 'ecoli')",0.46493488425153034,0.563208618887053,0.4356643356643356,0.11988492079704903,95.03393254769868,-1.9869681602577356
17,"('uci', 'glass')",0.24588896972380528,0.4069311628227361,0.41718382787988845,0.4152838786275075,79.57019883814655,-1.2995991806594587
18,"('uci', 'ionosphere')",0.2079104537842255,0.1313248899248185,0.4111111111111112,0.24692240024435255,74.97210955169028,-1.8883000939627106
19,"('uci', 'sonar')",-0.004428802401093355,9.996837306549108e-06,0.0034364261168384758,0.14886676754388814,35.62299893237744,-2.2429854586867863
20,"('uci', 'statlog')",0.5214194317086194,0.6814055741074052,0.594949494949495,0.11100011515262659,362.9413629372582,-1.9221263972602263
21,"('uci', 'wdbc')",0.2829798784255069,0.31562395180615405,0.40094339622641506,0.688409295796924,1070.9066027231138,-0.48029562125018466
22,"('uci', 'wine')",0.35906129467464126,0.4199229706289377,0.5817319169252806,0.5567706715729177,533.857763041602,-0.5293470403262678
23,"('uci', 'yeast')",0.1932238906535653,0.2762548105146579,0.3571753216162047,0.027546218585176776,128.901277027363,-1.9409633820649526
24,"('fcps', 'atom')",1.0,1.0,1.0,0.31149300255148044,1.1598336099301678,-20.197949822213985
25,"('fcps', 'chainlink')",1.0,1.0,1.0,0.1666516457318623,250.86493232954078,-1.9903185594461685
26,"('fcps', 'engytime')",0.8124172785435686,0.7404708441288796,0.9013671875,0.4213681852510863,3122.148580499714,-0.9510452909643645
27,"('fcps', 'hepta')",1.0,1.0,1.0,0.7019232643413871,519.9375177851588,-0.355038569756824
28,"('fcps', 'lsun')",1.0,1.0,1.0,0.4774563781008524,384.43866488262984,-0.7089984793774091
29,"('fcps', 'target')",0.42911148162209206,0.5841701241825714,0.7341772151898734,0.28523903455099314,385.3235660926873,-0.980446661585411
30,"('fcps', 'tetra')",1.0,1.0,1.0,0.505788934711956,418.39125415785816,-0.6626445556498228
31,"('fcps', 'twodiamonds')",0.9850375245509264,0.9681184461675113,0.9925000000000002,0.6297321926073488,2378.9946936630945,-0.5423255739793528
32,"('fcps', 'wingnut')",1.0,1.0,1.0,0.4482302358265913,1061.0164444544548,-0.8890184139267906
33,"('graves', 'dense')",0.9602000804038779,0.9291252238549085,0.98,0.6695995304725697,467.3628013422817,-0.4590172180565795
34,"('graves', 'fuzzyx')",0.34014573904300566,0.5952721722002727,0.45060679506129897,0.3286567614608031,602.7941666149236,-0.7913061840276299
35,"('graves', 'line')",1.0,1.0,1.0,0.1731360872551737,28.051297593505005,-1.2310424091912135
36,"('graves', 'parabolic')",0.8134185073633361,0.7417337952835875,0.9007265860060176,0.46972248356139024,1251.9179376274226,-0.8127660977501555
37,"('graves', 'ring')",1.0,1.0,1.0,0.26779105253868213,0.0015831456571041202,-660.85574628779
38,"('graves', 'ring_noisy')",1.0,1.0,1.0,0.266222265155309,0.019332961126080246,-189.53876762764503
39,"('graves', 'ring_outliers')",0.6408559827509229,0.6676964701051941,0.5895,0.5408111475383772,755.5623132907285,-0.7746981372234465
40,"('graves', 'zigzag')",1.0,1.0,1.0,0.12409751714410708,30.652586627228136,-1.5733639036597682
41,"('graves', 'zigzag_noisy')",1.0,1.0,1.0,0.11147229935437344,30.858354705321815,-1.595795133520685
42,"('graves', 'zigzag_outliers')",1.0,1.0,1.0,0.1240976041274914,30.652559038117722,-1.5733644351275418
