,dataset,ARI,NMI,NCA,Silhouette,Calinski-Harabasz,Generalised Dunn
0,"('sipu', 'a1')",0.9371177919813078,0.9587156246661399,0.9666666666666667,0.5858282121239055,13331.888909482013,-0.5403874797711047
1,"('sipu', 'a2')",0.9490650046270829,0.9695092391675473,0.9733333333333334,0.5909416096848679,17764.461552577726,-0.5333447496225213
2,"('sipu', 'a3')",0.9573626597722779,0.9755402065021828,0.9778231292517005,0.5956571862049364,24104.9280490536,-0.5255405203185721
3,"('sipu', 'aggregation')",0.48375180329550055,0.7101442044829149,0.5773073331896862,0.19111164780715556,554.9534939539589,-1.2240134143309545
4,"('sipu', 'compound')",0.5325055706394533,0.7344616410677383,0.7057517017640415,0.34158209570281584,679.4772996477438,-1.1690833393490303
5,"('sipu', 'd31')",0.9353310014073435,0.957304501448698,0.9666666666666663,0.5689206591875404,8932.059879132185,-0.553082561298761
6,"('sipu', 'flame')",1.0,1.0,1.0,0.32845555521238196,110.39056027286769,-1.1605358933237073
7,"('sipu', 'jain')",0.04419342192318516,0.23302708066900368,0.49275362318840576,0.4667444191306234,405.89655016595964,-0.7526070583624822
8,"('sipu', 'pathbased')",0.6132723080508014,0.7307403480061668,0.759090909090909,0.4048735727597385,206.3931524436223,-1.889739029700004
9,"('sipu', 'r15')",0.9856500959859545,0.9893102774973555,0.9928571428571429,0.750624512155103,4812.218689860999,-0.3195132993305488
10,"('sipu', 's1')",0.9879934658742926,0.9880079955432535,0.9940582290638863,0.7097125003394303,22435.4932820369,-0.3675949888731711
11,"('sipu', 's2')",0.915229034538748,0.934071990970944,0.9547123726638409,0.6142536796957463,12737.31705956332,-0.4776768480423829
12,"('sipu', 's3')",0.6869067808397139,0.7799754147288941,0.8160381167020168,0.4487447355873527,6739.931375739634,-0.7062305451598893
13,"('sipu', 's4')",0.6188039572125948,0.7164465817967947,0.7700154227009388,0.4222355625505399,5021.160904161149,-0.7427792571646417
14,"('sipu', 'spiral')",1.0,1.0,1.0,0.0013443036684934106,5.797845205564439,-5.8820264163333364
15,"('sipu', 'unbalance')",0.5687263413070134,0.7528272772056536,0.24150000000000002,0.29572338231570217,20927.06530899003,-1.1177383937490302
16,"('uci', 'ecoli')",0.3649311913079514,0.5073216508800759,0.4186813186813187,0.13007470548957534,92.75654243696188,-1.6103055030933948
17,"('uci', 'glass')",0.12413601718438141,0.28481600297312026,0.3948173914267647,0.0039401168730509,29.15570305714707,-1.6889627225433956
18,"('uci', 'ionosphere')",0.2079104537842255,0.1313248899248185,0.4111111111111112,0.24692240024435255,74.97210955169028,-1.8883000939627106
19,"('uci', 'sonar')",-0.004428802401093355,9.996837306549108e-06,0.0034364261168384758,0.14886676754388814,35.62299893237744,-2.2429854586867863
20,"('uci', 'statlog')",0.6205271782333466,0.6820818200347026,0.73989898989899,0.2211435304271398,476.8394401257971,-1.563694178758767
21,"('uci', 'wdbc')",0.08744211856749266,0.23890878420811032,0.44994979123724965,0.2082745639943529,219.82388390042453,-0.8043482155062678
22,"('uci', 'wine')",0.35906129467464126,0.4199229706289377,0.5817319169252806,0.5567706715729177,533.857763041602,-0.5293470403262678
23,"('uci', 'yeast')",0.099398324148452,0.2282287342209556,0.336705223314848,0.04419676498219001,127.53651677794566,-2.445246413576871
24,"('fcps', 'atom')",1.0,1.0,1.0,0.31149300255148044,1.1598336099301678,-20.197949822213985
25,"('fcps', 'chainlink')",1.0,1.0,1.0,0.1666516457318623,250.86493232954078,-1.9903185594461685
26,"('fcps', 'engytime')",0.8124172785435686,0.7404708441288796,0.9013671875,0.4213681852510863,3122.148580499714,-0.9510452909643645
27,"('fcps', 'hepta')",1.0,1.0,1.0,0.7019232643413871,519.9375177851588,-0.355038569756824
28,"('fcps', 'lsun')",1.0,1.0,1.0,0.4774563781008524,384.43866488262984,-0.7089984793774091
29,"('fcps', 'target')",0.36308142352844797,0.5624594151041994,0.48911392405063286,0.17721986907974388,199.19541171459278,-1.3727917166728574
30,"('fcps', 'tetra')",1.0,1.0,1.0,0.505788934711956,418.39125415785816,-0.6626445556498228
31,"('fcps', 'twodiamonds')",0.9850375245509264,0.9681184461675113,0.9925000000000002,0.6297321926073488,2378.9946936630945,-0.5423255739793528
32,"('fcps', 'wingnut')",1.0,1.0,1.0,0.4482302358265913,1061.0164444544548,-0.8890184139267906
33,"('graves', 'dense')",0.9602000804038779,0.9291252238549085,0.98,0.6695995304725697,467.3628013422817,-0.4590172180565795
34,"('graves', 'fuzzyx')",0.6442604644058939,0.745006529965369,0.7817144555167854,0.5021618450881886,1396.7175023888128,-0.6119778243585288
35,"('graves', 'line')",0.01917569633612279,0.1994927387367137,0.4950000000000001,0.5582393234828407,466.8564814917126,-0.633617849285937
36,"('graves', 'parabolic')",0.8134185073633361,0.7417337952835875,0.9007265860060176,0.46972248356139024,1251.9179376274226,-0.8127660977501555
37,"('graves', 'ring')",1.0,1.0,1.0,0.26779105253868213,0.0015831456571041202,-660.85574628779
38,"('graves', 'ring_noisy')",1.0,1.0,1.0,0.266222265155309,0.019332961126080246,-189.53876762764503
39,"('graves', 'ring_outliers')",0.41483074429093747,0.596194638556934,0.23199999999999998,0.32843250368949534,508.5156391168982,-0.9720829274291457
40,"('graves', 'zigzag')",1.0,1.0,1.0,0.12409751714410708,30.652586627228136,-1.5733639036597682
41,"('graves', 'zigzag_noisy')",1.0,1.0,1.0,0.11147229935437344,30.858354705321815,-1.595795133520685
42,"('graves', 'zigzag_outliers')",1.0,1.0,1.0,0.1240976041274914,30.652559038117722,-1.5733644351275418
