,dataset,ARI,NMI,NCA,Silhouette,Calinski-Harabasz,Generalised Dunn
0,"('sipu', 'a1')",0.584753915246741,0.8650725592193046,0.5764912280701754,0.1463505578345235,3347.1347719699156,-0.889239088787595
1,"('sipu', 'a2')",0.5268188566004758,0.8698883755932245,0.5554901960784313,0.12688565906773208,3088.91581667013,-0.8797167755406735
2,"('sipu', 'a3')",0.5732653334223535,0.8941189241982056,0.5888435374149659,0.1708055957149315,4899.898783052625,-0.8214925321514559
3,"('sipu', 'aggregation')",0.7689905558690863,0.8555468024707247,0.6392156862745099,0.2973757966789634,523.8719668395994,-0.7948609479123735
4,"('sipu', 'compound')",0.7546033177801463,0.7908095589429534,0.42400000000000004,0.42453401429483884,479.3371469963496,-0.6544705336158393
5,"('sipu', 'd31')",0.4111469708008246,0.8264813285408795,0.5273333333333333,0.060310754113690385,1247.344255552935,-1.0322075967992275
6,"('sipu', 'flame')",1.0,1.0,1.0,0.32845555521238196,110.39056027286769,-1.1605358933237073
7,"('sipu', 'jain')",0.256288512074381,0.24626507875961107,0.268041237113402,0.37823234561357494,109.53733636594131,-0.6018754345988606
8,"('sipu', 'pathbased')",0.6132723080508014,0.7307403480061668,0.759090909090909,0.4048735727597385,206.3931524436223,-1.889739029700004
9,"('sipu', 'r15')",0.5424573784026467,0.877814355542176,0.7035714285714285,0.39703828085468734,611.5451965327297,-inf
10,"('sipu', 's1')",0.8595400585172704,0.953741740179647,0.8537260538486827,0.5675144793642004,9200.712147134946,-0.5424252802672639
11,"('sipu', 's2')",0.554601223352603,0.8343773577202955,0.6180589671685995,0.37583785169952966,2688.1451529515152,-0.6401844517637136
12,"('sipu', 's3')",0.4224734529293772,0.6887636124910529,0.41962674001195766,0.10649303049144834,2147.5523859784726,-0.869209826729614
13,"('sipu', 's4')",0.20593011795179592,0.5767724702894237,0.3802432709602307,-0.028982484613075735,860.4170192303179,-0.8404224193713787
14,"('sipu', 'spiral')",1.0,1.0,1.0,0.0013443036684934106,5.797845205564439,-5.8820264163333364
15,"('sipu', 'unbalance')",0.999976887161302,0.9993880247919359,0.9985714285714286,0.8576858160246542,220804.03895402903,-0.29212269561039733
16,"('uci', 'ecoli')",0.5150161751124784,0.5590726186827732,0.5166690452404739,0.2073368687239283,65.48915326986429,-1.0946488817624882
17,"('uci', 'glass')",0.23083919455108348,0.39078109627209273,0.29605146819302897,0.4278391613629494,64.00629089252912,-1.243556994718177
18,"('uci', 'ionosphere')",0.018230081797490392,0.03298034740842639,0.03174603174603163,0.28709170589292776,6.814304193519721,-1.3517152971275628
19,"('uci', 'sonar')",0.006581874077350922,0.07590480268555348,0.15956162347914926,0.03297363124665477,5.638649933676544,-3.396533026011031
20,"('uci', 'statlog')",0.22352851783383526,0.5595454621420871,0.3045454545454545,0.13054803068249032,275.23238439065904,-1.5518988676460999
21,"('uci', 'wdbc')",0.2829798784255069,0.31562395180615405,0.40094339622641506,0.688409295796924,1070.9066027231138,-0.48029562125018466
22,"('uci', 'wine')",0.25340619741592213,0.3921771093903728,0.22033898305084743,0.5695779739274174,329.198802833206,-0.49512939376968435
23,"('uci', 'yeast')",0.034407696291674394,0.11808905569956889,0.21428154753846998,0.047485969449974574,45.607534692618614,-1.039127518873144
24,"('fcps', 'atom')",1.0,1.0,1.0,0.31149300255148044,1.1598336099301678,-20.197949822213985
25,"('fcps', 'chainlink')",1.0,1.0,1.0,0.1666516457318623,250.86493232954078,-1.9903185594461685
26,"('fcps', 'engytime')",0.004774938600562645,0.058435314858941434,0.0693359375,0.3837701065341924,596.9536709523009,-0.6340946380497737
27,"('fcps', 'hepta')",1.0,1.0,1.0,0.7019232643413871,519.9375177851588,-0.355038569756824
28,"('fcps', 'lsun')",1.0,1.0,1.0,0.4774563781008524,384.43866488262984,-0.7089984793774091
29,"('fcps', 'target')",0.7126480346336044,0.6913294926088892,0.6253443526170799,0.4160898038646286,180.30319562211056,-1.041763254194976
30,"('fcps', 'tetra')",0.3287043938637808,0.5709753243334644,0.3333333333333333,-0.029267270711362193,46.0627538172186,-inf
31,"('fcps', 'twodiamonds')",0.9850375245509264,0.9681184461675113,0.9925000000000002,0.6297321926073488,2378.9946936630945,-0.5423255739793528
32,"('fcps', 'wingnut')",1.0,1.0,1.0,0.4482302358265913,1061.0164444544548,-0.8890184139267906
33,"('graves', 'dense')",0.9602000804038779,0.9291252238549085,0.98,0.6695995304725697,467.3628013422817,-0.4590172180565795
34,"('graves', 'fuzzyx')",0.25763496200479463,0.5143566636992762,0.3226574500768049,0.1474605414648046,296.43629929051957,-1.256727370706691
35,"('graves', 'line')",1.0,1.0,1.0,0.1731360872551737,28.051297593505005,-1.2310424091912135
36,"('graves', 'parabolic')",0.0005659284109021416,0.028103574213599606,0.0451475577747904,-0.1566761527725966,8.815922665428964,-1.8754755255040538
37,"('graves', 'ring')",1.0,1.0,1.0,0.26779105253868213,0.0015831456571041202,-660.85574628779
38,"('graves', 'ring_noisy')",1.0,1.0,1.0,0.266222265155309,0.019332961126080246,-189.53876762764503
39,"('graves', 'ring_outliers')",0.7759129361067753,0.8197251703345491,0.913,0.3507764882598849,177.23539169317402,-1.45184120027354
40,"('graves', 'zigzag')",1.0,1.0,1.0,0.12409751714410708,30.652586627228136,-1.5733639036597682
41,"('graves', 'zigzag_noisy')",1.0,1.0,1.0,0.11147229935437344,30.858354705321815,-1.595795133520685
42,"('graves', 'zigzag_outliers')",1.0,1.0,1.0,0.1240976041274914,30.652559038117722,-1.5733644351275418
